feature,coef_logit,odds_ratio
num__innov_new_product,0.012426112254267966,1.0125036371654401
num__innov_count,0.012426112254267966,1.0125036371654401
num__innov_any,0.012426112254267966,1.0125036371654401
num__innov_rd_investment,0.0,1.0
num__innov_new_process,0.0,1.0
