model,ROC_AUC_mean,ROC_AUC_std,PR_AUC_mean,F1_mean,Recall_mean,Precision_mean,Accuracy_mean
Core_Logistic_balanced,0.6705222805734672,0.0,0.1619353529878015,0.18652849740932642,0.1836734693877551,0.18947368421052632,0.8459273797841022
Rich_Logistic_balanced,0.6700846462363447,0.0,0.16017440041761732,0.18085106382978725,0.17346938775510204,0.18888888888888888,0.8488714425907753
Rich_Logistic_recentWeighted,0.672112167342507,0.0,0.1602137949064754,0.19289340101522842,0.19387755102040816,0.1919191919191919,0.8439646712463199
