feature,coef_logit,odds_ratio
num__log_sales,0.6221016702829872,1.862839004007012
num__firm_age,0.04565482882461945,1.046713053420487
num__innov_new_product,0.012426112254267966,1.0125036371654401
num__innov_count,0.012426112254267966,1.0125036371654401
num__innov_any,0.012426112254267966,1.0125036371654401
num__innov_rd_investment,0.0,1.0
num__innov_new_process,0.0,1.0
num__survey_year,-0.04706960335300465,0.9540209922194844
