survey_year,target_k30,target_formal_credit,target_applied_credit
2013,0.31151557577878897,0.11142755428978283,0.07109847138286526
2016,0.25692137320044295,0.1256309590577678,0.09380234505862646
2020,0.16578773895847065,0.06480263157894736,0.05218247456514605
2025,0.21330724070450097,0.09617271835132483,0.07669616519174041
