feature,coef_logit,odds_ratio
num__innov_new_process,0.0,1.0
num__innov_rd_investment,0.0,1.0
num__innov_new_product,-0.007122576365018573,0.9929027290664199
num__innov_any,-0.007122576365018573,0.9929027290664199
num__innov_count,-0.007122576365018573,0.9929027290664199
