model,ROC_AUC_mean,ROC_AUC_std,PR_AUC_mean,F1_mean,Recall_mean,Precision_mean,Accuracy_mean
Core_Logistic_balanced,0.7049575380246307,0.0,0.17686015206434183,0.23754789272030652,0.3974358974358974,0.16939890710382513,0.8043264503441495
Rich_Logistic_balanced,0.7049438846563447,0.0,0.17678892710856034,0.2366412213740458,0.3974358974358974,0.16847826086956522,0.8033431661750245
Rich_Logistic_recentWeighted,0.7050258048660605,0.0,0.17739677807391316,0.22400000000000003,0.358974358974359,0.16279069767441862,0.8092428711897739
