k8,k16,b4,e11,l1,b5,b2b,d2,j2,survey_year,firm_age,log_size,log_sales,survey_year_cat,target_formal_credit,target_applied_credit,k82a,k162a,k162b
,,yes,yes,150.0,1993.0,0.0,22000000.0,0.0,2025,32.0,5.017279624938965,16.906553056777135,2025,1.0,1.0,yes,no,yes
,,no,yes,90.0,1997.0,0.0,140000000.0,0.0,2025,28.0,4.510859489440918,18.757152987716434,2025,0.0,0.0,no,no,no
,,no,no,6.0,2021.0,0.0,1375000.0,5.0,2025,4.0,1.945910096168518,14.13396501635527,2025,0.0,0.0,no,no,no
,,no,yes,5.0,1954.0,0.0,4500000.0,5.0,2025,71.0,1.7917594909667969,15.319588176962746,2025,0.0,0.0,no,no,no
,,no,no,14.0,2011.0,25.0,8000000.0,0.0,2025,14.0,2.70805025100708,15.894952224644102,2025,0.0,0.0,no,no,no
,,no,no,5.0,2022.0,0.0,1620000.0,15.0,2025,3.0,1.7917594909667969,14.297937324492327,2025,0.0,0.0,no,no,no
,,no,yes,5.0,1995.0,0.0,1500000.0,0.0,2025,30.0,1.7917594909667969,14.220976332738882,2025,0.0,0.0,no,no,no
,,no,,10.0,2013.0,0.0,9586000.0,2.0,2025,12.0,2.397895336151123,16.075814363020505,2025,0.0,0.0,no,no,no
,,no,yes,4.0,2023.0,0.0,500000.0,5.0,2025,2.0,1.6094379425048828,13.122365377402328,2025,0.0,0.0,no,no,no
,,no,no,10.0,2010.0,0.0,8000000.0,0.0,2025,15.0,2.397895336151123,15.894952224644102,2025,0.0,0.0,no,no,no
,,no,no,10.0,2015.0,0.0,1800000.0,0.0,2025,10.0,2.397895336151123,14.403297778421795,2025,0.0,0.0,no,no,no
,,no,no,100.0,2011.0,0.0,232000000.0,0.0,2025,14.0,4.6151204109191895,19.26224793394093,2025,1.0,0.0,yes,no,no
,,no,yes,5.0,2017.0,0.0,1095000.0,0.0,2025,8.0,1.7917594909667969,13.90626583447433,2025,0.0,0.0,no,no,no
,,no,no,7.0,1992.0,0.0,,10.0,2025,33.0,2.079441547393799,,2025,0.0,0.0,no,no,no
,,no,no,66.0,2018.0,0.0,48000000.0,0.0,2025,7.0,4.204692840576172,17.6867115897055,2025,0.0,0.0,no,no,no
,,no,no,5.0,2023.0,0.0,1100000.0,0.0,2025,2.0,1.7917594909667969,13.910821646859095,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2020.0,0.0,600000.0,15.0,2025,5.0,1.7917594909667969,13.304686600863562,2025,0.0,0.0,no,no,no
,,no,no,650.0,2013.0,0.0,80000000.0,20.0,2025,12.0,6.478509426116943,18.197537205138154,2025,1.0,1.0,yes,no,yes
,,yes,yes,5.0,1985.0,0.0,1650000.0,0.0,2025,40.0,1.7917594909667969,14.316286451937186,2025,0.0,0.0,no,no,no
,,no,yes,5.0,1989.0,0.0,3000000.0,0.0,2025,36.0,1.7917594909667969,14.914123179965662,2025,0.0,0.0,no,no,no
,,no,yes,11.0,1986.0,0.0,10000000.0,0.0,2025,39.0,2.4849066734313965,16.118095750958314,2025,0.0,0.0,no,no,no
,,no,yes,8.0,1960.0,0.0,17587000.0,2.0,2025,65.0,2.1972246170043945,16.68267060757868,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2018.0,0.0,600000.0,0.0,2025,7.0,1.7917594909667969,13.304686600863562,2025,0.0,0.0,no,no,no
,,no,no,5.0,2015.0,0.0,2157000.0,15.0,2025,10.0,1.7917594909667969,14.584229388978047,2025,0.0,0.0,no,no,no
,,yes,no,29.0,2002.0,0.0,,0.0,2025,23.0,3.4011974334716797,,2025,0.0,0.0,no,no,no
,,yes,yes,12.0,1978.0,0.0,5000000.0,0.0,2025,47.0,2.5649492740631104,15.424948670398354,2025,0.0,1.0,no,no,yes
,,no,no,8.0,2005.0,0.0,3500000.0,0.0,2025,20.0,2.1972246170043945,15.068273812173887,2025,0.0,0.0,no,no,no
,,no,no,10.0,1957.0,0.0,6500000.0,0.0,2025,68.0,2.397895336151123,15.687312888712007,2025,0.0,0.0,no,no,no
,,no,yes,8.0,1953.0,0.0,2000000.0,0.0,2025,72.0,2.1972246170043945,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,no,5.0,1999.0,0.0,,0.0,2025,26.0,1.7917594909667969,,2025,0.0,0.0,no,no,no
,,no,yes,5.0,1985.0,0.0,2304000.0,0.0,2025,40.0,1.7917594909667969,14.650157734825603,2025,0.0,0.0,no,no,no
,,yes,no,5.0,2012.0,0.0,4000000.0,0.0,2025,13.0,1.7917594909667969,15.201805169084134,2025,0.0,0.0,no,no,no
,,no,no,6.0,2005.0,0.0,3700000.0,5.0,2025,20.0,1.945910096168518,15.123843647884687,2025,0.0,0.0,no,no,no
,,yes,no,6.0,2014.0,0.0,700000.0,0.0,2025,11.0,1.945910096168518,13.45883704259595,2025,0.0,0.0,no,no,no
,,no,no,10.0,1982.0,0.0,6000000.0,0.0,2025,43.0,2.397895336151123,15.607270193858982,2025,0.0,0.0,no,no,no
,,no,no,5.0,2018.0,0.0,1375000.0,1.0,2025,7.0,1.7917594909667969,14.13396501635527,2025,0.0,0.0,no,no,no
,,yes,yes,45.0,1980.0,0.0,,0.0,2025,45.0,3.828641414642334,,2025,0.0,0.0,no,no,no
,,no,yes,50.0,2002.0,0.0,8000000.0,0.0,2025,23.0,3.931825637817383,15.894952224644102,2025,0.0,0.0,no,no,no
,,no,no,21.0,1959.0,0.0,4890000.0,15.0,2025,66.0,3.0910425186157227,15.40270306595001,2025,0.0,0.0,no,no,no
,,no,yes,7.0,2016.0,0.0,44000000.0,0.0,2025,9.0,2.079441547393799,17.599700214609808,2025,1.0,1.0,yes,no,yes
,,no,yes,15.0,2019.0,0.0,600000.0,0.0,2025,6.0,2.7725887298583984,13.304686600863562,2025,0.0,0.0,no,no,no
,,yes,no,9.0,2009.0,0.0,10000000.0,0.0,2025,16.0,2.3025851249694824,16.118095750958314,2025,0.0,0.0,no,no,no
,,no,no,6.0,2010.0,0.0,1300000.0,10.0,2025,15.0,1.945910096168518,14.077875591662238,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2000.0,0.0,1000000.0,0.0,2025,25.0,1.7917594909667969,13.815511557963774,2025,0.0,0.0,no,no,no
,,no,no,5.0,1968.0,0.0,956088.0,10.0,2025,57.0,1.7917594909667969,13.770606283934663,2025,0.0,0.0,no,no,no
,,no,no,5.0,2013.0,0.0,300000.0,0.0,2025,12.0,1.7917594909667969,12.611541086966115,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2015.0,0.0,500000.0,0.0,2025,10.0,1.7917594909667969,13.122365377402328,2025,0.0,0.0,no,no,no
,,no,yes,20.0,2016.0,0.0,,0.0,2025,9.0,3.044522523880005,,2025,0.0,0.0,no,no,no
,,no,yes,7.0,2015.0,0.0,,0.0,2025,10.0,2.079441547393799,,2025,0.0,0.0,no,no,no
,,yes,no,5.0,1979.0,0.0,2160000.0,15.0,2025,46.0,1.7917594909667969,14.585619242623203,2025,0.0,0.0,no,no,no
,,no,no,7.0,1983.0,0.0,1800000.0,0.0,2025,42.0,2.079441547393799,14.403297778421795,2025,0.0,0.0,no,no,no
,,yes,yes,28.0,1969.0,0.0,26840403.0,0.0,2025,56.0,3.367295742034912,17.105418922115426,2025,0.0,0.0,no,no,no
,,no,no,155.0,2000.0,0.0,66742800.0,0.0,2025,25.0,5.049856185913086,18.01635699924112,2025,0.0,0.0,no,no,no
,,no,no,5.0,1987.0,0.0,10000.0,0.0,2025,38.0,1.7917594909667969,9.210440366976517,2025,0.0,0.0,no,no,no
,,no,no,5.0,2002.0,0.0,2000000.0,15.0,2025,23.0,1.7917594909667969,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,yes,20.0,1980.0,0.0,650000.0,0.0,2025,45.0,3.044522523880005,13.384729180332174,2025,0.0,0.0,no,no,no
,,no,yes,1000.0,1979.0,0.0,,0.0,2025,46.0,6.908754825592041,,2025,0.0,0.0,no,no,no
,,yes,no,70.0,1972.0,0.0,26400000.0,5.0,2025,53.0,4.2626800537109375,17.088874605995333,2025,0.0,0.0,no,no,no
,,no,no,6.0,1976.0,0.0,1296000.0,0.0,2025,49.0,1.945910096168518,14.074793927498998,2025,0.0,0.0,no,no,no
,,no,no,63.0,1987.0,0.0,22685405.0,0.0,2025,38.0,4.158883094787598,16.937232368209003,2025,0.0,0.0,no,no,no
,,no,no,227.0,1981.0,0.0,,8.0,2025,44.0,5.429345607757568,,2025,0.0,0.0,no,no,no
,,no,yes,293.0,1988.0,0.0,,0.0,2025,37.0,5.683579921722412,,2025,0.0,0.0,no,no,no
,,yes,no,16.0,1979.0,0.0,,0.0,2025,46.0,2.8332133293151855,,2025,1.0,0.0,yes,no,no
,,no,no,5.0,1983.0,0.0,1800000.0,0.0,2025,42.0,1.7917594909667969,14.403297778421795,2025,0.0,0.0,no,no,no
,,yes,yes,6.0,1999.0,0.0,600000.0,0.0,2025,26.0,1.945910096168518,13.304686600863562,2025,0.0,0.0,no,no,no
,,yes,no,5.0,2004.0,0.0,320000.0,0.0,2025,21.0,1.7917594909667969,12.676079399771027,2025,0.0,0.0,no,no,no
,,yes,no,20.0,1987.0,0.0,7000000.0,0.0,2025,38.0,3.044522523880005,15.76142084987672,2025,0.0,0.0,no,no,no
,,no,no,21.0,2000.0,0.0,4000000.0,0.0,2025,25.0,3.0910425186157227,15.201805169084134,2025,0.0,0.0,no,no,no
,,yes,no,5.0,1958.0,0.0,660000.0,15.0,2025,67.0,1.7917594909667969,13.399996629152975,2025,0.0,0.0,no,no,no
,,no,yes,22.0,1993.0,0.0,13000000.0,0.0,2025,32.0,3.1354942321777344,16.380459992348886,2025,0.0,0.0,no,no,no
,,yes,no,7.0,2005.0,0.0,900000.0,0.0,2025,20.0,2.079441547393799,13.710151153416941,2025,0.0,0.0,no,no,no
,,no,yes,31.0,1991.0,0.0,2000000.0,0.0,2025,34.0,3.465735912322998,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,no,30.0,1982.0,0.0,25000000.0,0.0,2025,43.0,3.4339871406555176,17.034386422832473,2025,0.0,0.0,no,no,no
,,yes,no,48.0,1980.0,0.0,32574650.0,48.0,2025,45.0,3.891820192337036,17.29904496718026,2025,0.0,0.0,no,no,no
,,no,yes,7.0,1989.0,0.0,,0.0,2025,36.0,2.079441547393799,,2025,0.0,0.0,no,no,no
,,no,no,25.0,1992.0,0.0,4000000.0,0.0,2025,33.0,3.25809645652771,15.201805169084134,2025,0.0,0.0,no,no,no
,,no,no,6.0,1975.0,0.0,1000000.0,0.0,2025,50.0,1.945910096168518,13.815511557963774,2025,0.0,0.0,no,no,no
,,yes,no,5.0,1982.0,0.0,700000.0,0.0,2025,43.0,1.7917594909667969,13.45883704259595,2025,0.0,0.0,no,no,no
,,no,yes,10.0,1978.0,0.0,1500000.0,0.0,2025,47.0,2.397895336151123,14.220976332738882,2025,0.0,0.0,no,no,no
,,no,no,5.0,1989.0,0.0,300000.0,0.0,2025,36.0,1.7917594909667969,12.611541086966115,2025,0.0,0.0,no,no,no
,,no,no,6.0,1990.0,0.0,1500000.0,0.0,2025,35.0,1.945910096168518,14.220976332738882,2025,0.0,0.0,no,no,no
,,no,no,52.0,2000.0,0.0,61000000.0,0.0,2025,25.0,3.97029185295105,17.926384438531027,2025,0.0,0.0,no,no,no
,,no,no,21.0,1976.0,0.0,11664000.0,0.0,2025,49.0,3.0910425186157227,16.272017818964454,2025,0.0,0.0,no,no,no
,,no,no,9.0,2006.0,0.0,2571200.0,0.0,2025,19.0,2.3025851249694824,14.75988366288877,2025,0.0,0.0,no,no,no
,,,yes,330.0,2001.0,0.0,132000000.0,0.0,2025,24.0,5.802118301391602,18.6983124881264,2025,0.0,0.0,no,no,no
,,no,no,150.0,2009.0,0.0,35000000.0,0.0,2025,16.0,5.017279624938965,17.370858648025116,2025,0.0,0.0,no,no,no
,,no,no,15.0,2019.0,0.0,5000000.0,0.0,2025,6.0,2.7725887298583984,15.424948670398354,2025,0.0,0.0,no,no,no
,,no,no,10.0,1905.0,0.0,9750000.0,0.0,2025,120.0,2.397895336151123,16.092777945538128,2025,0.0,0.0,no,no,no
,,yes,yes,14.0,2006.0,0.0,1800000.0,0.0,2025,19.0,2.70805025100708,14.403297778421795,2025,0.0,0.0,no,no,no
,,no,no,15.0,2021.0,0.0,3366000.0,15.0,2025,4.0,2.7725887298583984,15.029235950821377,2025,0.0,0.0,no,no,no
,,no,yes,9.0,1960.0,0.0,600000.0,7.0,2025,65.0,2.3025851249694824,13.304686600863562,2025,0.0,0.0,no,no,no
,,no,yes,30.0,1995.0,0.0,,0.0,2025,30.0,3.4339871406555176,,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2023.0,0.0,1095000.0,0.0,2025,2.0,1.7917594909667969,13.90626583447433,2025,0.0,0.0,no,no,no
,,no,yes,6.0,2023.0,0.0,1825000.0,0.0,2025,2.0,1.945910096168518,14.417091092943783,2025,0.0,0.0,no,no,no
,,no,no,5.0,2022.0,0.0,365000.0,0.0,2025,3.0,1.7917594909667969,12.807655372286902,2025,0.0,0.0,no,no,no
,,yes,no,10.0,2017.0,0.0,2000000.0,1.0,2025,8.0,2.397895336151123,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,no,5.0,2018.0,0.0,1095000.0,0.0,2025,7.0,1.7917594909667969,13.90626583447433,2025,0.0,0.0,no,no,no
,,no,yes,10.0,2011.0,0.0,2000000.0,0.0,2025,14.0,2.397895336151123,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,no,5.0,1980.0,0.0,1958746.0,2.0,2025,45.0,1.7917594909667969,14.48781554106217,2025,0.0,0.0,no,no,no
,,no,no,10.0,2024.0,0.0,13200000.0,0.0,2025,1.0,2.397895336151123,16.395727463314174,2025,0.0,0.0,no,no,no
,,yes,yes,250.0,1984.0,10.0,18000000.0,0.0,2025,41.0,5.525453090667725,16.705882371415992,2025,1.0,1.0,yes,yes,yes
,,no,no,10.0,2015.0,0.0,3000000.0,48.0,2025,10.0,2.397895336151123,14.914123179965662,2025,0.0,0.0,no,no,no
,,no,yes,22.0,2020.0,0.0,,0.0,2025,5.0,3.1354942321777344,,2025,0.0,0.0,no,no,no
,,yes,yes,5.0,2020.0,0.0,1000000.0,0.0,2025,5.0,1.7917594909667969,13.815511557963774,2025,0.0,0.0,no,no,no
,,no,no,5.0,2004.0,0.0,912500.0,0.0,2025,21.0,1.7917594909667969,13.723944460328594,2025,0.0,0.0,no,no,no
,,yes,yes,9.0,1985.0,0.0,36000000.0,0.0,2025,40.0,2.3025851249694824,17.399029524198163,2025,0.0,0.0,no,no,no
,,no,no,18.0,1998.0,0.0,2200000.0,0.0,2025,27.0,2.944438934326172,14.603968372873895,2025,0.0,0.0,no,no,no
,,yes,no,81.0,1998.0,0.0,936702551.0,0.0,2025,27.0,4.406719207763672,20.657876342633852,2025,0.0,0.0,no,no,no
,,no,no,6.0,2018.0,0.0,2000000.0,0.0,2025,7.0,1.945910096168518,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2012.0,0.0,150000.0,0.0,2025,13.0,1.7917594909667969,11.918397239722838,2025,0.0,0.0,no,no,no
,,no,no,20.0,2018.0,0.0,2500000.0,0.0,2025,7.0,3.044522523880005,14.731801689838349,2025,0.0,0.0,no,no,no
,,no,no,46.0,1981.0,0.0,10000000.0,0.0,2025,44.0,3.8501474857330322,16.118095750958314,2025,0.0,0.0,no,no,no
,,no,no,120.0,2017.0,0.0,102930000.0,0.0,2025,8.0,4.795790672302246,18.449559713218083,2025,0.0,0.0,no,no,no
,,no,no,16.0,2006.0,0.0,5000000.0,0.0,2025,19.0,2.8332133293151855,15.424948670398354,2025,0.0,0.0,no,no,no
,,no,no,40.0,2007.0,0.0,40000000.0,0.0,2025,18.0,3.7135720252990723,17.50439003707821,2025,0.0,0.0,no,no,no
,,no,no,100.0,1994.0,0.0,120000000.0,0.0,2025,31.0,4.6151204109191895,18.603002309079653,2025,0.0,0.0,no,no,no
,,no,no,5.0,1998.0,0.0,,0.0,2025,27.0,1.7917594909667969,,2025,0.0,0.0,no,no,no
,,no,no,6.0,1995.0,0.0,1350000.0,0.0,2025,30.0,1.945910096168518,14.115615891155079,2025,0.0,0.0,no,no,no
,,no,no,5.0,1980.0,0.0,500000.0,0.0,2025,45.0,1.7917594909667969,13.122365377402328,2025,0.0,0.0,no,no,no
,,no,no,10.0,1980.0,0.0,700000.0,0.0,2025,45.0,2.397895336151123,13.45883704259595,2025,0.0,0.0,no,no,no
,,yes,no,5.0,1986.0,0.0,6000000.0,0.0,2025,39.0,1.7917594909667969,15.607270193858982,2025,0.0,0.0,no,no,no
,,no,no,15.0,1982.0,0.0,8000000.0,0.0,2025,43.0,2.7725887298583984,15.894952224644102,2025,0.0,0.0,no,no,no
,,yes,no,8.0,1982.0,0.0,10000000.0,0.0,2025,43.0,2.1972246170043945,16.118095750958314,2025,0.0,0.0,no,no,no
,,no,no,6.0,2008.0,0.0,2300000.0,0.0,2025,17.0,1.945910096168518,14.648420115681892,2025,0.0,0.0,no,no,no
,,no,no,7.0,2015.0,0.0,14000000.0,0.0,2025,10.0,2.079441547393799,16.454567959008102,2025,0.0,0.0,no,no,no
,,no,yes,6.0,2015.0,0.0,,0.0,2025,10.0,1.945910096168518,,2025,0.0,0.0,no,no,no
,,no,no,11.0,2006.0,0.0,10000000.0,0.0,2025,19.0,2.4849066734313965,16.118095750958314,2025,0.0,0.0,no,no,no
,,no,no,7.0,2018.0,0.0,8000000.0,0.0,2025,7.0,2.079441547393799,15.894952224644102,2025,0.0,0.0,no,no,no
,,no,no,10.0,1986.0,0.0,10000000.0,3.0,2025,39.0,2.397895336151123,16.118095750958314,2025,0.0,0.0,no,no,no
,,yes,no,50.0,1984.0,0.0,56676393.0,0.0,2025,41.0,3.931825637817383,17.852868350438264,2025,1.0,0.0,yes,no,no
,,yes,yes,9.0,1984.0,0.0,4000000.0,0.0,2025,41.0,2.3025851249694824,15.201805169084134,2025,0.0,0.0,no,no,no
,,no,yes,15.0,1975.0,0.0,,0.0,2025,50.0,2.7725887298583984,,2025,0.0,0.0,no,no,no
,,no,no,5.0,1979.0,0.0,2000000.0,0.0,2025,46.0,1.7917594909667969,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,no,8.0,2012.0,0.0,15000000.0,0.0,2025,13.0,2.1972246170043945,16.52356082573315,2025,0.0,0.0,no,no,no
,,no,no,86.0,2003.0,0.0,,0.0,2025,22.0,4.465908050537109,,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2008.0,0.0,300000.0,0.0,2025,17.0,1.7917594909667969,12.611541086966115,2025,0.0,0.0,no,no,no
,,yes,no,12.0,2010.0,0.0,38235413.0,1.0,2025,15.0,2.5649492740631104,17.45927271217744,2025,0.0,0.0,no,no,no
,,yes,no,95.0,1991.0,0.0,190000000.0,0.0,2025,34.0,4.564348220825195,19.06253463538792,2025,1.0,1.0,yes,yes,no
,,no,no,250.0,2009.0,51.0,95000000.0,0.0,2025,16.0,5.525453090667725,18.36938746009113,2025,0.0,0.0,no,no,no
,,no,yes,10.0,2008.0,0.0,,58.0,2025,17.0,2.397895336151123,,2025,0.0,0.0,no,no,no
,,yes,no,64.0,2003.0,0.0,598298996.0,0.0,2025,22.0,4.174387454986572,20.209601181942343,2025,0.0,0.0,no,no,no
,,no,no,25.0,1990.0,0.0,7658403.0,8.0,2025,35.0,3.25809645652771,15.851314164916452,2025,0.0,0.0,no,no,no
,,no,no,126.0,2009.0,0.0,40000000.0,0.0,2025,16.0,4.844187259674072,17.50439003707821,2025,0.0,0.0,no,no,no
,,no,no,10.0,2015.0,0.0,22000000.0,0.0,2025,10.0,2.397895336151123,16.906553056777135,2025,0.0,0.0,no,no,no
,,no,no,8.0,1996.0,0.0,7000000.0,0.0,2025,29.0,2.1972246170043945,15.76142084987672,2025,0.0,0.0,no,no,no
,,yes,no,220.0,1984.0,0.0,81000000.0,0.0,2025,41.0,5.398162841796875,18.20995972498239,2025,0.0,0.0,no,no,no
,,no,yes,33.0,2005.0,0.0,15000000.0,0.0,2025,20.0,3.526360511779785,16.52356082573315,2025,0.0,0.0,no,no,no
,,yes,no,450.0,1999.0,0.0,72000000.0,15.0,2025,26.0,6.111467361450195,18.09217669086922,2025,0.0,0.0,no,no,no
,,no,no,8.0,2021.0,0.0,,0.0,2025,4.0,2.1972246170043945,,2025,0.0,0.0,no,no,no
,,no,no,6.0,2002.0,0.0,1600000.0,0.0,2025,23.0,1.945910096168518,14.285514812209815,2025,0.0,0.0,no,no,no
,,no,yes,6.0,2003.0,0.0,1500000.0,0.0,2025,22.0,1.945910096168518,14.220976332738882,2025,0.0,0.0,no,no,no
,,yes,no,6.0,2011.0,0.0,1260000.0,10.0,2025,14.0,1.945910096168518,14.04662307257814,2025,0.0,0.0,no,no,no
,,yes,no,280.0,2018.0,0.0,400000000.0,0.0,2025,7.0,5.638354778289795,19.806975107572256,2025,0.0,0.0,no,no,no
,,no,no,7.0,2022.0,0.0,2458670.0,0.0,2025,3.0,2.079441547393799,14.715131518021789,2025,0.0,0.0,no,no,no
,,no,no,80.0,2018.0,0.0,55000000.0,0.0,2025,7.0,4.394449234008789,17.822843761378564,2025,0.0,0.0,no,no,no
,,no,no,16.0,2015.0,0.0,55000000.0,0.0,2025,10.0,2.8332133293151855,17.822843761378564,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2006.0,0.0,850000.0,0.0,2025,19.0,1.7917594909667969,13.652992804936396,2025,0.0,0.0,no,no,no
,,no,no,10.0,2004.0,0.0,6500000.0,0.0,2025,21.0,2.397895336151123,15.687312888712007,2025,0.0,0.0,no,no,no
,,no,no,21.0,2023.0,0.0,7000000.0,0.0,2025,2.0,3.0910425186157227,15.76142084987672,2025,1.0,1.0,yes,yes,no
,,yes,no,853.0,2008.0,0.0,700000000.0,0.0,2025,17.0,6.749931335449219,20.36659089443625,2025,0.0,0.0,no,no,no
,,no,yes,5.0,1955.0,0.0,1840000.0,0.0,2025,70.0,1.7917594909667969,14.425276673063282,2025,0.0,0.0,no,no,no
,,no,yes,7.0,1986.0,0.0,1443454.0,0.0,2025,39.0,2.079441547393799,14.182550103369897,2025,0.0,0.0,no,no,no
,,no,no,150.0,1995.0,0.0,495000000.0,0.0,2025,30.0,5.017279624938965,20.020068322553165,2025,0.0,0.0,no,no,no
,,no,yes,20.0,2016.0,0.0,5000000.0,0.0,2025,9.0,3.044522523880005,15.424948670398354,2025,0.0,0.0,no,no,no
,,no,no,8.0,2005.0,0.0,3000000.0,0.0,2025,20.0,2.1972246170043945,14.914123179965662,2025,0.0,0.0,no,no,no
,,no,no,9.0,1970.0,0.0,5000000.0,0.0,2025,55.0,2.3025851249694824,15.424948670398354,2025,0.0,0.0,no,no,no
,,no,yes,5.0,1959.0,0.0,500000.0,0.0,2025,66.0,1.7917594909667969,13.122365377402328,2025,0.0,0.0,no,no,no
,,no,no,90.0,2008.0,0.0,35000000.0,0.0,2025,17.0,4.510859489440918,17.370858648025116,2025,0.0,0.0,no,no,no
,,no,no,600.0,2003.0,0.0,,0.0,2025,22.0,6.398594856262207,,2025,0.0,0.0,no,no,no
,,no,yes,15.0,2000.0,0.0,58000000.0,0.0,2025,25.0,2.7725887298583984,17.87595358575207,2025,0.0,0.0,no,no,no
,,no,yes,5.0,1975.0,0.0,140000.0,0.0,2025,50.0,1.7917594909667969,11.849404844423074,2025,0.0,0.0,no,no,no
,,yes,no,40.0,2019.0,0.0,18000000.0,0.0,2025,6.0,3.7135720252990723,16.705882371415992,2025,0.0,0.0,no,no,no
,,no,no,23.0,1934.0,0.0,3000000.0,0.0,2025,91.0,3.178053855895996,14.914123179965662,2025,0.0,0.0,no,no,no
,,yes,no,15.0,2004.0,0.0,,0.0,2025,21.0,2.7725887298583984,,2025,0.0,0.0,no,no,no
,,no,yes,10.0,2005.0,0.0,31000000.0,1.0,2025,20.0,2.397895336151123,17.249497794707484,2025,0.0,0.0,no,no,no
,,no,yes,7.0,2005.0,0.0,2920000.0,0.0,2025,20.0,2.079441547393799,14.887094516710158,2025,0.0,0.0,no,no,no
,,no,no,55.0,2015.0,0.0,32000000.0,0.0,2025,10.0,4.025351524353027,17.281246492014,2025,0.0,0.0,no,no,no
,,yes,no,40.0,2008.0,0.0,50000000.0,0.0,2025,17.0,3.7135720252990723,17.72753358339242,2025,0.0,0.0,no,no,no
,,no,no,100.0,2024.0,0.0,24000000.0,0.0,2025,1.0,4.6151204109191895,16.993564429978885,2025,1.0,1.0,yes,no,yes
,,no,no,23.0,2000.0,0.0,7000000.0,0.0,2025,25.0,3.178053855895996,15.76142084987672,2025,1.0,0.0,yes,no,no
,,no,no,35.0,2002.0,0.0,20540000.0,0.0,2025,23.0,3.5835189819335938,16.837884811150175,2025,0.0,0.0,no,no,no
,,no,no,12.0,2018.0,0.0,30000000.0,0.0,2025,7.0,2.5649492740631104,17.216707972959764,2025,0.0,1.0,no,no,yes
,,no,yes,9.0,1934.0,0.0,3000000.0,0.0,2025,91.0,2.3025851249694824,14.914123179965662,2025,0.0,0.0,no,no,no
,,no,no,70.0,1996.0,0.0,50000000.0,0.0,2025,29.0,4.2626800537109375,17.72753358339242,2025,0.0,0.0,no,no,no
,,no,no,13.0,1980.0,0.0,6048000.0,0.0,2025,45.0,2.6390573978424072,15.615238362185409,2025,0.0,0.0,no,no,no
,,yes,yes,5.0,2010.0,0.0,6000000.0,0.0,2025,15.0,1.7917594909667969,15.607270193858982,2025,0.0,0.0,no,no,no
,,no,no,90.0,2019.0,0.0,75000000.0,0.0,2025,6.0,4.510859489440918,18.132998684833918,2025,0.0,0.0,no,no,no
,,yes,yes,310.0,2006.0,0.0,150000000.0,36.0,2025,19.0,5.739792823791504,18.826145858727198,2025,0.0,0.0,no,no,no
,,no,no,6.0,2018.0,0.0,3500000.0,0.0,2025,7.0,1.945910096168518,15.068273812173887,2025,0.0,0.0,no,no,no
,,no,yes,5.0,2020.0,0.0,700000.0,0.0,2025,5.0,1.7917594909667969,13.45883704259595,2025,0.0,0.0,no,no,no
,,no,yes,80.0,2007.0,100.0,25000000.0,0.0,2025,18.0,4.394449234008789,17.034386422832473,2025,0.0,0.0,no,no,no
,,no,no,5.0,1999.0,0.0,2500000.0,0.0,2025,26.0,1.7917594909667969,14.731801689838349,2025,0.0,0.0,no,no,no
,,no,no,30.0,2009.0,0.0,13000000.0,0.0,2025,16.0,3.4339871406555176,16.380459992348886,2025,0.0,0.0,no,no,no
,,no,yes,20.0,2014.0,0.0,66925000.0,0.0,2025,11.0,3.044522523880005,18.01908316231279,2025,0.0,0.0,no,no,no
,,no,no,15.0,2018.0,0.0,5000000.0,0.0,2025,7.0,2.7725887298583984,15.424948670398354,2025,0.0,0.0,no,no,no
,,yes,yes,20.0,2001.0,0.0,2000000.0,0.0,2025,24.0,3.044522523880005,14.508658238524095,2025,0.0,0.0,no,no,no
,,no,no,7.0,1981.0,0.0,875000.0,0.0,2025,44.0,2.079441547393799,13.681980308196241,2025,0.0,0.0,no,no,no
,,no,no,300.0,2019.0,0.0,634000000.0,0.0,2025,6.0,5.707110404968262,20.26755951397879,2025,0.0,0.0,no,no,no
,,no,no,350.0,1998.0,0.0,110000000.0,10.0,2025,27.0,5.860786437988281,18.5159909328476,2025,0.0,0.0,no,no,no
,,no,yes,100.0,1995.0,0.0,40000000.0,0.0,2025,30.0,4.6151204109191895,17.50439003707821,2025,0.0,0.0,no,no,no
,,no,no,14.0,1973.0,0.0,5500000.0,15.0,2025,52.0,2.70805025100708,15.520258832020865,2025,0.0,0.0,no,no,no
,,yes,no,45.0,2020.0,0.0,25000000.0,10.0,2025,5.0,3.828641414642334,17.034386422832473,2025,0.0,0.0,no,no,no
