k8,k16,b4,e11,l1,b5,b2b,d2,j2,survey_year,firm_age,log_size,log_sales,survey_year_cat,target_formal_credit,target_applied_credit,k82a,k162a,k162b
no,yes,yes,yes,80.0,2005.0,0.0,8000000.0,70.0,2013,8.0,4.394449154672439,15.894952224644102,2013,0.0,1.0,,,
no,,,,150.0,2012.0,0.0,,0.0,2013,1.0,5.017279836814924,,2013,0.0,,,,
yes,no,no,yes,50.0,2009.0,0.0,3452738.0,0.0,2013,4.0,3.9318256327243257,15.054678387068762,2013,1.0,0.0,,,
no,yes,no,no,150.0,2001.0,0.0,2000000.0,30.0,2013,12.0,5.017279836814924,14.508658238524095,2013,0.0,1.0,,,
no,no,no,,54.0,2001.0,75.0,31720000.0,,2013,12.0,4.007333185232471,17.27245798625677,2013,0.0,0.0,,,
no,no,no,,20.0,1999.0,0.0,16750000.0,80.0,2013,14.0,3.044522437723423,16.63390887593684,2013,0.0,0.0,,,
no,no,no,yes,8.0,2010.0,0.0,240000.0,100.0,2013,3.0,2.1972245773362196,12.388398368982115,2013,0.0,0.0,,,
no,no,no,yes,12.0,2005.0,0.0,2500000.0,0.0,2013,8.0,2.5649493574615367,14.731801689838349,2013,0.0,0.0,,,
no,no,no,yes,30.0,2010.0,0.0,5000000.0,0.0,2013,3.0,3.4339872044851463,15.424948670398354,2013,0.0,0.0,,,
no,no,no,yes,35.0,2010.0,0.0,15000000.0,0.0,2013,3.0,3.58351893845611,16.52356082573315,2013,0.0,0.0,,,
no,no,no,yes,34.0,2009.0,0.0,14000000.0,0.0,2013,4.0,3.5553480614894135,16.454567959008102,2013,0.0,0.0,,,
no,no,,no,15.0,2010.0,0.0,3000000.0,0.0,2013,3.0,2.772588722239781,14.914123179965662,2013,0.0,0.0,,,
no,no,,no,130.0,2011.0,0.0,27825207.0,0.0,2013,2.0,4.875197323201151,17.141452930389946,2013,0.0,0.0,,,
no,no,,no,165.0,2000.0,0.0,,0.0,2013,13.0,5.111987788356544,,2013,0.0,0.0,,,
no,no,no,yes,250.0,2010.0,0.0,24000000.0,0.0,2013,3.0,5.5254529391317835,16.993564429978885,2013,0.0,0.0,,,
no,no,,yes,6.0,1997.0,0.0,170000.0,0.0,2013,16.0,1.9459101490553132,12.04355959836804,2013,0.0,0.0,,,
no,yes,no,yes,8.0,1985.0,0.0,145000.0,0.0,2013,28.0,2.1972245773362196,11.884495917930655,2013,0.0,1.0,,,
no,no,no,yes,6.0,1997.0,0.0,200000.0,0.0,2013,16.0,1.9459101490553132,12.206077645517674,2013,0.0,0.0,,,
no,no,no,yes,23.0,2009.0,0.0,500000.0,8.0,2013,4.0,3.1780538303479458,13.122365377402328,2013,0.0,0.0,,,
no,no,no,yes,45.0,1991.0,0.0,4000000.0,25.0,2013,22.0,3.828641396489095,15.201805169084134,2013,0.0,0.0,,,
no,yes,no,no,5.0,1997.0,0.0,,0.0,2013,16.0,1.791759469228055,,2013,0.0,1.0,,,
no,no,no,no,39.0,1992.0,0.0,26000000.0,0.0,2013,21.0,3.6888794541139363,17.073607134447293,2013,0.0,0.0,,,
no,no,yes,yes,43.0,1995.0,0.0,15265480.0,0.0,2013,18.0,3.784189633918261,16.541104693644858,2013,0.0,0.0,,,
no,no,no,no,73.0,1987.0,0.0,20000000.0,0.0,2013,26.0,4.30406509320417,16.811242881518265,2013,0.0,0.0,,,
no,no,no,yes,5.0,2000.0,0.0,30000.0,0.0,2013,13.0,1.791759469228055,10.308985993422082,2013,0.0,0.0,,,
no,no,no,yes,130.0,2005.0,0.0,,0.0,2013,8.0,4.875197323201151,,2013,0.0,0.0,,,
no,no,no,yes,45.0,2011.0,0.0,5000000.0,0.0,2013,2.0,3.828641396489095,15.424948670398354,2013,0.0,0.0,,,
no,no,yes,yes,18.0,1997.0,0.0,3000000.0,0.0,2013,16.0,2.9444389791664403,14.914123179965662,2013,0.0,0.0,,,
no,no,no,no,45.0,1998.0,0.0,5500000.0,0.0,2013,15.0,3.828641396489095,15.520258832020865,2013,0.0,0.0,,,
no,no,,yes,25.0,2009.0,0.0,2500000.0,0.0,2013,4.0,3.258096538021482,14.731801689838349,2013,0.0,0.0,,,
no,no,no,yes,15.0,,0.0,24000000.0,0.0,2013,,2.772588722239781,16.993564429978885,2013,0.0,0.0,,,
no,no,,no,18.0,2011.0,0.0,250000.0,0.0,2013,2.0,2.9444389791664403,12.429220196836383,2013,0.0,0.0,,,
no,no,no,no,25.0,2009.0,0.0,300000.0,5.0,2013,4.0,3.258096538021482,12.611541086966115,2013,0.0,0.0,,,
no,no,,no,18.0,2009.0,100.0,1000000.0,0.0,2013,4.0,2.9444389791664403,13.815511557963774,2013,0.0,0.0,,,
no,no,no,yes,70.0,2005.0,0.0,12250428.0,0.0,2013,8.0,4.2626798770413155,16.321071514749974,2013,0.0,0.0,,,
no,no,no,no,15.0,1960.0,0.0,150000.0,0.0,2013,53.0,2.772588722239781,11.918397239722838,2013,0.0,0.0,,,
no,no,no,yes,60.0,2003.0,0.0,5478825.0,0.0,2013,10.0,4.110873864173311,15.516401402396266,2013,0.0,0.0,,,
no,no,no,yes,25.0,2011.0,0.0,7000000.0,0.0,2013,2.0,3.258096538021482,15.76142084987672,2013,0.0,0.0,,,
no,no,no,no,6.0,1975.0,0.0,,5.0,2013,38.0,1.9459101490553132,,2013,0.0,0.0,,,
no,yes,no,no,60.0,1986.0,0.0,14785450.0,0.0,2013,27.0,4.110873864173311,16.509154214692558,2013,0.0,1.0,,,
no,no,no,yes,60.0,2003.0,0.0,,0.0,2013,10.0,4.110873864173311,,2013,0.0,0.0,,,
yes,no,no,yes,95.0,2008.0,0.0,16470891.0,0.0,2013,5.0,4.564348191467836,16.617105259764383,2013,1.0,0.0,,,
no,no,,no,250.0,1971.0,0.0,5500000.0,75.0,2013,42.0,5.5254529391317835,15.520258832020865,2013,0.0,0.0,,,
no,no,no,no,5.0,2002.0,0.0,80000.0,30.0,2013,11.0,1.791759469228055,11.289794413577894,2013,0.0,0.0,,,
no,no,no,yes,12.0,2005.0,0.0,230000.0,0.0,2013,8.0,2.5649493574615367,12.345838935721968,2013,0.0,0.0,,,
no,no,no,no,9.0,2007.0,0.0,1000000.0,15.0,2013,6.0,2.302585092994046,13.815511557963774,2013,0.0,0.0,,,
no,no,no,yes,140.0,2008.0,100.0,2500000.0,90.0,2013,5.0,4.948759890378168,14.731801689838349,2013,0.0,0.0,,,
no,no,yes,yes,200.0,1994.0,0.0,24000000.0,0.0,2013,19.0,5.303304908059076,16.993564429978885,2013,0.0,0.0,,,
no,no,no,yes,15.0,2004.0,0.0,500000.0,10.0,2013,9.0,2.772588722239781,13.122365377402328,2013,0.0,0.0,,,
yes,yes,yes,yes,22.0,2007.0,0.0,44000000.0,0.0,2013,6.0,3.1354942159291497,17.599700214609808,2013,1.0,1.0,,,
yes,no,,no,110.0,2004.0,0.0,2800000.0,0.0,2013,9.0,4.709530201312334,14.845130332288226,2013,1.0,0.0,,,
no,no,no,no,75.0,2007.0,100.0,,10.0,2013,6.0,4.330733340286331,,2013,0.0,0.0,,,
no,no,no,yes,600.0,1998.0,0.0,45000000.0,0.0,2013,15.0,6.398594934535208,17.622173069956816,2013,0.0,0.0,,,
no,no,no,no,70.0,1982.0,0.0,10000000.0,0.0,2013,31.0,4.2626798770413155,16.118095750958314,2013,0.0,0.0,,,
no,no,,yes,350.0,1994.0,0.0,36000000.0,0.0,2013,19.0,5.860786223465865,17.399029524198163,2013,0.0,0.0,,,
no,no,no,yes,182.0,1999.0,0.0,8245719.0,0.0,2013,14.0,5.209486152841421,15.925204835815084,2013,0.0,0.0,,,
no,no,,yes,13.0,1995.0,100.0,4500000.0,0.0,2013,18.0,2.6390573296152584,15.319588176962746,2013,0.0,0.0,,,
yes,no,no,no,2150.0,1947.0,0.0,167000000.0,0.0,2013,66.0,7.67368812926773,18.933504376369054,2013,1.0,0.0,,,
no,no,,yes,380.0,2010.0,0.0,25750825.0,0.0,2013,3.0,5.942799375126701,17.063977262229443,2013,0.0,0.0,,,
no,no,no,no,30.0,2012.0,0.0,500000.0,0.0,2013,1.0,3.4339872044851463,13.122365377402328,2013,0.0,0.0,,,
no,no,no,no,1600.0,1952.0,0.0,12000000.0,0.0,2013,61.0,7.3783837129967145,16.300417291085605,2013,0.0,0.0,,,
yes,yes,no,yes,30.0,2008.0,0.0,200000.0,0.0,2013,5.0,3.4339872044851463,12.206077645517674,2013,1.0,1.0,,,
no,no,,yes,75.0,1988.0,0.0,1200000.0,10.0,2013,25.0,4.330733340286331,13.997832948091215,2013,0.0,0.0,,,
no,no,,yes,280.0,1989.0,0.0,28000000.0,0.0,2013,24.0,5.638354669333745,17.147715103853763,2013,0.0,0.0,,,
no,no,,yes,161.0,1999.0,0.0,40000000.0,15.0,2013,14.0,5.087596335232384,17.50439003707821,2013,0.0,0.0,,,
yes,no,no,yes,9.0,2008.0,0.0,200000.0,0.0,2013,5.0,2.302585092994046,12.206077645517674,2013,1.0,0.0,,,
no,no,no,yes,240.0,1997.0,0.0,15000000.0,90.0,2013,16.0,5.484796933490655,16.52356082573315,2013,0.0,0.0,,,
no,no,yes,yes,45.0,2007.0,0.0,900000.0,30.0,2013,6.0,3.828641396489095,13.710151153416941,2013,0.0,0.0,,,
no,no,,no,400.0,1998.0,0.0,17801330.0,90.0,2013,15.0,5.993961427306569,16.69478378774768,2013,0.0,0.0,,,
no,no,no,no,225.0,1995.0,0.0,13000000.0,75.0,2013,18.0,5.420534999272286,16.380459992348886,2013,0.0,0.0,,,
no,no,no,no,1300.0,1945.0,0.0,1250000.0,0.0,2013,68.0,7.170888478512505,14.038654909278163,2013,0.0,0.0,,,
no,no,no,yes,35.0,1998.0,0.0,9000000.0,0.0,2013,15.0,3.58351893845611,16.012735246411598,2013,0.0,0.0,,,
yes,no,yes,no,1300.0,1996.0,0.0,261000000.0,0.0,2013,17.0,7.170888478512505,19.380030969118383,2013,1.0,0.0,,,
no,no,no,no,200.0,2011.0,0.0,25000000.0,0.0,2013,2.0,5.303304908059076,17.034386422832473,2013,0.0,0.0,,,
no,no,,yes,5.0,1998.0,0.0,150000.0,0.0,2013,15.0,1.791759469228055,11.918397239722838,2013,0.0,0.0,,,
yes,no,no,no,100.0,1970.0,0.0,2500000.0,0.0,2013,43.0,4.61512051684126,14.731801689838349,2013,1.0,0.0,,,
yes,no,no,no,21.0,1985.0,0.0,15000000.0,0.0,2013,28.0,3.091042453358316,16.52356082573315,2013,1.0,0.0,,,
no,no,no,yes,30.0,1964.0,0.0,600000.0,0.0,2013,49.0,3.4339872044851463,13.304686600863562,2013,0.0,0.0,,,
no,no,,yes,10.0,1992.0,0.0,1500000.0,0.0,2013,21.0,2.3978952727983707,14.220976332738882,2013,0.0,0.0,,,
yes,yes,yes,yes,1800.0,1997.0,0.0,514386876.0,0.0,2013,16.0,7.496097345175956,20.058486219286994,2013,1.0,1.0,,,
yes,no,no,no,695.0,1992.0,0.0,80000000.0,0.0,2013,21.0,6.54534966033442,18.197537205138154,2013,1.0,0.0,,,
no,no,no,yes,500.0,2003.0,0.0,50000000.0,0.0,2013,10.0,6.2166061010848646,17.72753358339242,2013,0.0,0.0,,,
no,no,no,yes,130.0,1997.0,0.0,7000000.0,0.0,2013,16.0,4.875197323201151,15.76142084987672,2013,0.0,0.0,,,
no,no,no,no,85.0,1995.0,0.0,19000000.0,0.0,2013,18.0,4.454347296253507,16.759949589762293,2013,0.0,0.0,,,
yes,no,,yes,90.0,2010.0,0.0,24000000.0,0.0,2013,3.0,4.51085950651685,16.993564429978885,2013,1.0,0.0,,,
no,no,no,no,675.0,2003.0,50.0,15000000.0,2.0,2013,10.0,6.516193076042964,16.52356082573315,2013,0.0,0.0,,,
no,no,no,yes,600.0,1999.0,0.0,30000000.0,0.0,2013,14.0,6.398594934535208,17.216707972959764,2013,0.0,0.0,,,
yes,no,no,yes,150.0,2010.0,30.0,35724852.0,0.0,2013,3.0,5.017279836814924,17.39135716700617,2013,1.0,0.0,,,
no,no,,yes,160.0,2010.0,0.0,6475278.0,0.0,2013,3.0,5.081404364984463,15.683502253424669,2013,0.0,0.0,,,
no,no,,yes,30.0,,0.0,72000000.0,0.0,2013,,3.4339872044851463,18.09217669086922,2013,0.0,0.0,,,
no,no,no,yes,2900.0,1997.0,0.0,500000000.0,0.0,2013,16.0,7.972810784121404,20.030118658386467,2013,0.0,0.0,,,
no,no,no,yes,180.0,1986.0,0.0,7000000.0,0.0,2013,27.0,5.198497031265826,15.76142084987672,2013,0.0,0.0,,,
no,no,no,no,140.0,1979.0,0.0,11000000.0,0.0,2013,34.0,4.948759890378168,16.213405921671733,2013,0.0,0.0,,,
yes,no,,no,600.0,1936.0,0.0,15000000.0,30.0,2013,77.0,6.398594934535208,16.52356082573315,2013,1.0,0.0,,,
yes,no,no,no,150.0,1957.0,0.0,10000000.0,0.0,2013,56.0,5.017279836814924,16.118095750958314,2013,1.0,0.0,,,
no,no,yes,no,9.0,1936.0,0.0,65000.0,0.0,2013,77.0,2.302585092994046,11.082157933374816,2013,0.0,0.0,,,
no,no,yes,no,100.0,2001.0,0.0,7000000.0,90.0,2013,12.0,4.61512051684126,15.76142084987672,2013,0.0,0.0,,,
no,no,yes,no,10.0,1945.0,0.0,580000.0,0.0,2013,68.0,2.3978952727983707,13.270785106659046,2013,0.0,0.0,,,
no,no,no,yes,5.0,1990.0,0.0,,0.0,2013,23.0,1.791759469228055,,2013,0.0,0.0,,,
no,no,no,yes,15.0,1997.0,0.0,,0.0,2013,16.0,2.772588722239781,,2013,0.0,0.0,,,
no,no,no,yes,25.0,1990.0,0.0,920000.0,50.0,2013,23.0,3.258096538021482,13.732130035981154,2013,0.0,0.0,,,
no,no,no,yes,150.0,2007.0,0.0,1850000.0,0.0,2013,6.0,5.017279836814924,14.430696737594902,2013,0.0,0.0,,,
no,no,no,,21.0,2006.0,0.0,350000.0,0.0,2013,7.0,3.091042453358316,12.765691290604371,2013,0.0,0.0,,,
no,no,no,no,180.0,1970.0,0.0,28500000.0,100.0,2013,43.0,5.198497031265826,17.1654146803266,2013,0.0,0.0,,,
no,no,no,yes,12.0,1976.0,0.0,700000.0,15.0,2013,37.0,2.5649493574615367,13.45883704259595,2013,0.0,0.0,,,
yes,no,no,yes,12.0,1960.0,0.0,1200000.0,0.0,2013,53.0,2.5649493574615367,13.997832948091215,2013,1.0,0.0,,,
yes,no,no,yes,35.0,1993.0,0.0,1500000.0,20.0,2013,20.0,3.58351893845611,14.220976332738882,2013,1.0,0.0,,,
no,no,no,yes,48.0,1973.0,0.0,1500000.0,0.0,2013,40.0,3.8918202981106265,14.220976332738882,2013,0.0,0.0,,,
no,no,no,yes,7.0,1972.0,0.0,700000.0,5.0,2013,41.0,2.0794415416798357,13.45883704259595,2013,0.0,0.0,,,
no,no,no,no,150.0,1990.0,0.0,17000000.0,30.0,2013,23.0,5.017279836814924,16.648723960844016,2013,0.0,0.0,,,
no,no,no,yes,6.0,2001.0,0.0,150000.0,0.0,2013,12.0,1.9459101490553132,11.918397239722838,2013,0.0,0.0,,,
no,no,no,yes,8.0,1980.0,0.0,250000.0,0.0,2013,33.0,2.1972245773362196,12.429220196836383,2013,0.0,0.0,,,
no,no,no,yes,6.0,1995.0,0.0,200000.0,0.0,2013,18.0,1.9459101490553132,12.206077645517674,2013,0.0,0.0,,,
no,no,no,yes,14.0,1975.0,0.0,850000.0,0.0,2013,38.0,2.70805020110221,13.652992804936396,2013,0.0,0.0,,,
yes,no,yes,yes,5.0,1950.0,0.0,150000.0,0.0,2013,63.0,1.791759469228055,11.918397239722838,2013,1.0,0.0,,,
no,no,,yes,6.0,1995.0,0.0,250000.0,0.0,2013,18.0,1.9459101490553132,12.429220196836383,2013,0.0,0.0,,,
no,no,,,10.0,1980.0,0.0,250000.0,0.0,2013,33.0,2.3978952727983707,12.429220196836383,2013,0.0,0.0,,,
no,no,no,yes,5.0,2009.0,0.0,200000.0,0.0,2013,4.0,1.791759469228055,12.206077645517674,2013,0.0,0.0,,,
,no,no,no,252.0,1984.0,0.0,480000000.0,70.0,2013,29.0,5.53338948872752,19.989296663949546,2013,,0.0,,,
no,no,no,yes,8.0,1980.0,0.0,350000.0,0.0,2013,33.0,2.1972245773362196,12.765691290604371,2013,0.0,0.0,,,
no,no,no,yes,5.0,1985.0,0.0,50000.0,0.0,2013,28.0,1.791759469228055,10.819798284210286,2013,0.0,0.0,,,
yes,no,no,no,21.0,1989.0,0.0,15000000.0,0.0,2013,24.0,3.091042453358316,16.52356082573315,2013,1.0,0.0,,,
no,no,no,yes,7.0,1990.0,0.0,250000.0,0.0,2013,23.0,2.0794415416798357,12.429220196836383,2013,0.0,0.0,,,
no,no,no,yes,15.0,1988.0,0.0,300000.0,0.0,2013,25.0,2.772588722239781,12.611541086966115,2013,0.0,0.0,,,
no,no,no,yes,9.0,2000.0,0.0,320000.0,0.0,2013,13.0,2.302585092994046,12.676079399771027,2013,0.0,0.0,,,
no,no,,yes,5.0,1998.0,0.0,200000.0,0.0,2013,15.0,1.791759469228055,12.206077645517674,2013,0.0,0.0,,,
no,no,no,yes,5.0,2002.0,0.0,50000.0,0.0,2013,11.0,1.791759469228055,10.819798284210286,2013,0.0,0.0,,,
no,no,no,yes,8.0,1990.0,0.0,350000.0,0.0,2013,23.0,2.1972245773362196,12.765691290604371,2013,0.0,0.0,,,
no,no,no,yes,14.0,1987.0,0.0,4956631.0,75.0,2013,26.0,2.70805020110221,15.416237035796225,2013,0.0,0.0,,,
no,no,no,yes,30.0,1989.0,0.0,3000000.0,20.0,2013,24.0,3.4339872044851463,14.914123179965662,2013,0.0,0.0,,,
no,no,no,no,6.0,1983.0,0.0,2000000.0,40.0,2013,30.0,1.9459101490553132,14.508658238524095,2013,0.0,0.0,,,
no,no,no,no,20.0,1989.0,0.0,400000.0,15.0,2013,24.0,3.044522437723423,12.899222326086994,2013,0.0,0.0,,,
no,no,,yes,30.0,1983.0,0.0,1800000.0,50.0,2013,30.0,3.4339872044851463,14.403297778421795,2013,0.0,0.0,,,
no,no,no,no,35.0,1986.0,0.0,5000000.0,30.0,2013,27.0,3.58351893845611,15.424948670398354,2013,0.0,0.0,,,
no,no,yes,yes,7.0,1981.0,0.0,150000.0,0.0,2013,32.0,2.0794415416798357,11.918397239722838,2013,0.0,0.0,,,
no,no,no,no,11.0,1990.0,0.0,2000000.0,40.0,2013,23.0,2.4849066497880004,14.508658238524095,2013,0.0,0.0,,,
yes,no,yes,yes,20.0,1940.0,0.0,800000.0,0.0,2013,73.0,3.044522437723423,13.592368256649284,2013,1.0,0.0,,,
no,no,no,yes,15.0,1995.0,0.0,250000.0,60.0,2013,18.0,2.772588722239781,12.429220196836383,2013,0.0,0.0,,,
no,no,no,yes,25.0,1994.0,0.0,1750000.0,0.0,2013,19.0,3.258096538021482,14.375126917328105,2013,0.0,0.0,,,
no,no,no,yes,29.0,1984.0,0.0,2500000.0,0.0,2013,29.0,3.4011973816621555,14.731801689838349,2013,0.0,0.0,,,
yes,no,no,yes,75.0,1970.0,0.0,6500000.0,0.0,2013,43.0,4.330733340286331,15.687312888712007,2013,1.0,0.0,,,
no,no,no,yes,9.0,1994.0,0.0,800000.0,0.0,2013,19.0,2.302585092994046,13.592368256649284,2013,0.0,0.0,,,
no,no,no,yes,180.0,1997.0,0.0,12000000.0,0.0,2013,16.0,5.198497031265826,16.300417291085605,2013,0.0,0.0,,,
no,no,yes,yes,17.0,1979.0,0.0,420000.0,0.0,2013,34.0,2.8903717578961645,12.948012371209098,2013,0.0,0.0,,,
no,no,no,no,25.0,2007.0,0.0,1000000.0,0.0,2013,6.0,3.258096538021482,13.815511557963774,2013,0.0,0.0,,,
no,no,no,yes,55.0,1985.0,0.0,800000.0,0.0,2013,28.0,4.02535169073515,13.592368256649284,2013,0.0,0.0,,,
no,no,yes,yes,20.0,1970.0,0.0,2000000.0,0.0,2013,43.0,3.044522437723423,14.508658238524095,2013,0.0,0.0,,,
yes,yes,no,yes,30.0,1991.0,0.0,200000.0,0.0,2013,22.0,3.4339872044851463,12.206077645517674,2013,1.0,1.0,,,
no,no,yes,yes,200.0,2000.0,0.0,8500000.0,70.0,2013,13.0,5.303304908059076,15.955576839107596,2013,0.0,0.0,,,
no,no,no,yes,32.0,2003.0,100.0,,0.0,2013,10.0,3.4965075614664802,,2013,0.0,0.0,,,
no,no,no,no,30.0,1992.0,100.0,1000000.0,0.0,2013,21.0,3.4339872044851463,13.815511557963774,2013,0.0,0.0,,,
no,no,,no,100.0,1990.0,100.0,10000000.0,2.0,2013,23.0,4.61512051684126,16.118095750958314,2013,0.0,0.0,,,
no,no,no,yes,200.0,2000.0,0.0,14256740.0,0.0,2013,13.0,5.303304908059076,16.472740405456392,2013,0.0,0.0,,,
no,no,no,yes,25.0,1980.0,0.0,4000000.0,0.0,2013,33.0,3.258096538021482,15.201805169084134,2013,0.0,0.0,,,
,no,no,no,500.0,1990.0,0.0,27000000.0,0.0,2013,23.0,6.2166061010848646,17.11134746100564,2013,,0.0,,,
no,no,no,yes,30.0,1992.0,0.0,2000000.0,0.0,2013,21.0,3.4339872044851463,14.508658238524095,2013,0.0,0.0,,,
no,no,no,yes,20.0,1995.0,0.0,1500000.0,0.0,2013,18.0,3.044522437723423,14.220976332738882,2013,0.0,0.0,,,
no,no,no,no,150.0,1979.0,100.0,20000000.0,10.0,2013,34.0,5.017279836814924,16.811242881518265,2013,0.0,0.0,,,
no,no,no,no,260.0,1981.0,100.0,9000000.0,0.0,2013,32.0,5.564520407322694,16.012735246411598,2013,0.0,0.0,,,
no,no,no,no,115.0,1982.0,100.0,50000000.0,0.0,2013,31.0,4.7535901911063645,17.72753358339242,2013,0.0,0.0,,,
no,no,no,yes,40.0,1993.0,0.0,3000000.0,0.0,2013,20.0,3.713572066704308,14.914123179965662,2013,0.0,0.0,,,
yes,yes,no,yes,150.0,1970.0,0.0,26000000.0,0.0,2013,43.0,5.017279836814924,17.073607134447293,2013,1.0,1.0,,,
no,no,no,yes,90.0,1985.0,0.0,8000000.0,0.0,2013,28.0,4.51085950651685,15.894952224644102,2013,0.0,0.0,,,
no,no,no,yes,9.0,1968.0,0.0,1500000.0,0.0,2013,45.0,2.302585092994046,14.220976332738882,2013,0.0,0.0,,,
no,no,no,no,6.0,2003.0,0.0,300000.0,0.0,2013,10.0,1.9459101490553132,12.611541086966115,2013,0.0,0.0,,,
yes,yes,no,,90.0,1890.0,0.0,,20.0,2013,123.0,4.51085950651685,,2013,1.0,1.0,,,
no,no,no,yes,6.0,1995.0,0.0,300000.0,0.0,2013,18.0,1.9459101490553132,12.611541086966115,2013,0.0,0.0,,,
no,no,,no,45.0,1995.0,0.0,2000000.0,10.0,2013,18.0,3.828641396489095,14.508658238524095,2013,0.0,0.0,,,
no,no,no,,40.0,1989.0,0.0,900000.0,60.0,2013,24.0,3.713572066704308,13.710151153416941,2013,0.0,0.0,,,
no,no,,no,33.0,1971.0,0.0,3000000.0,20.0,2013,42.0,3.5263605246161616,14.914123179965662,2013,0.0,0.0,,,
no,no,no,yes,15.0,1980.0,0.0,9000000.0,0.0,2013,33.0,2.772588722239781,16.012735246411598,2013,0.0,0.0,,,
yes,no,,,48.0,1983.0,0.0,11714000.0,30.0,2013,30.0,3.8918202981106265,16.276295350999796,2013,1.0,0.0,,,
no,no,no,yes,18.0,1994.0,0.0,4000000.0,0.0,2013,19.0,2.9444389791664403,15.201805169084134,2013,0.0,0.0,,,
no,no,no,yes,8.0,1970.0,0.0,400000.0,0.0,2013,43.0,2.1972245773362196,12.899222326086994,2013,0.0,0.0,,,
no,no,no,yes,5.0,1989.0,0.0,250000.0,0.0,2013,24.0,1.791759469228055,12.429220196836383,2013,0.0,0.0,,,
no,no,no,no,75.0,1985.0,0.0,6000000.0,0.0,2013,28.0,4.330733340286331,15.607270193858982,2013,0.0,0.0,,,
no,no,no,yes,120.0,1975.0,0.0,7250000.0,0.0,2013,38.0,4.795790545596741,15.796512164761882,2013,0.0,0.0,,,
no,no,no,yes,50.0,1988.0,0.0,4000000.0,0.0,2013,25.0,3.9318256327243257,15.201805169084134,2013,0.0,0.0,,,
yes,no,no,no,109.0,1997.0,0.0,9977000.0,50.0,2013,16.0,4.700480365792417,16.11579310212617,2013,1.0,0.0,,,
no,no,no,yes,60.0,1982.0,0.0,4000000.0,0.0,2013,31.0,4.110873864173311,15.201805169084134,2013,0.0,0.0,,,
no,no,no,yes,70.0,1980.0,0.0,5600000.0,0.0,2013,33.0,4.2626798770413155,15.53827733427679,2013,0.0,0.0,,,
no,no,no,yes,70.0,1989.0,0.0,4200000.0,0.0,2013,24.0,4.2626798770413155,15.250595321348806,2013,0.0,0.0,,,
no,no,no,yes,90.0,1976.0,0.0,5000000.0,0.0,2013,37.0,4.51085950651685,15.424948670398354,2013,0.0,0.0,,,
no,no,no,yes,150.0,1983.0,0.0,5000000.0,0.0,2013,30.0,5.017279836814924,15.424948670398354,2013,0.0,0.0,,,
no,no,no,yes,90.0,1980.0,0.0,4000000.0,0.0,2013,33.0,4.51085950651685,15.201805169084134,2013,0.0,0.0,,,
no,no,yes,no,27.0,1965.0,0.0,546649.0,20.0,2013,48.0,3.332204510175204,13.21156402286263,2013,0.0,0.0,,,
no,no,no,yes,35.0,1985.0,0.0,3000000.0,0.0,2013,28.0,3.58351893845611,14.914123179965662,2013,0.0,0.0,,,
no,no,no,yes,120.0,1975.0,0.0,6500000.0,0.0,2013,38.0,4.795790545596741,15.687312888712007,2013,0.0,0.0,,,
no,no,no,yes,180.0,1983.0,0.0,6000000.0,0.0,2013,30.0,5.198497031265826,15.607270193858982,2013,0.0,0.0,,,
yes,no,no,yes,45.0,1985.0,0.0,7670000.0,0.0,2013,28.0,3.828641396489095,15.852827303721527,2013,1.0,0.0,,,
yes,yes,no,yes,95.0,1970.0,0.0,6000000.0,0.0,2013,43.0,4.564348191467836,15.607270193858982,2013,1.0,1.0,,,
no,no,no,,700.0,1957.0,0.0,200000000.0,40.0,2013,56.0,6.55250788703459,19.11382792951231,2013,0.0,0.0,,,
no,no,yes,yes,25.0,1993.0,0.0,3000000.0,0.0,2013,20.0,3.258096538021482,14.914123179965662,2013,0.0,0.0,,,
no,no,no,no,12.0,1985.0,0.0,2000000.0,0.0,2013,28.0,2.5649493574615367,14.508658238524095,2013,0.0,0.0,,,
no,no,yes,yes,5.0,1972.0,0.0,200000.0,0.0,2013,41.0,1.791759469228055,12.206077645517674,2013,0.0,0.0,,,
no,no,,,120.0,1970.0,0.0,5400000.0,30.0,2013,43.0,4.795790545596741,15.501909696719672,2013,0.0,0.0,,,
no,no,,yes,800.0,1960.0,0.0,2700000.0,0.0,2013,53.0,6.68586094706836,14.80876270134486,2013,0.0,0.0,,,
no,no,no,no,110.0,1959.0,0.0,8457925.0,0.0,2013,54.0,4.709530201312334,15.950614547863031,2013,0.0,0.0,,,
no,no,no,yes,120.0,1971.0,100.0,15000000.0,0.0,2013,42.0,4.795790545596741,16.52356082573315,2013,0.0,0.0,,,
no,no,no,yes,30.0,1988.0,0.0,1000000.0,0.0,2013,25.0,3.4339872044851463,13.815511557963774,2013,0.0,0.0,,,
no,no,no,no,25.0,1975.0,0.0,500000.0,0.0,2013,38.0,3.258096538021482,13.122365377402328,2013,0.0,0.0,,,
no,no,no,no,37.0,1980.0,0.0,700000.0,0.0,2013,33.0,3.6375861597263857,13.45883704259595,2013,0.0,0.0,,,
no,no,no,no,200.0,1984.0,0.0,500000.0,0.0,2013,29.0,5.303304908059076,13.122365377402328,2013,0.0,0.0,,,
no,no,no,yes,160.0,1992.0,0.0,1000000.0,70.0,2013,21.0,5.081404364984463,13.815511557963774,2013,0.0,0.0,,,
