ROC_AUC,PR_AUC,Threshold,Accuracy,Precision,Recall,F1,Predicted_Positive_Rate,model
0.6960274506604295,0.40313212537489146,0.5,0.643348623853211,0.3603238866396761,0.6433734939759036,0.4619377162629758,0.4248853211009174,XGBoost_balanced
0.6759725130771393,0.38039337217107333,0.49,0.5974770642201835,0.3344867358708189,0.6987951807228916,0.45241809672386896,0.49713302752293576,Threshold_Logistic_balanced
0.6589164785553048,0.36104398422213735,0.43,0.49426605504587157,0.29571303587051617,0.8144578313253013,0.4338896020539153,0.6553899082568807,Logistic_balanced
