ROC_AUC,PR_AUC,Threshold,Accuracy,Precision,Recall,F1,Predicted_Positive_Rate,model
0.7139704821666848,0.3908835246673412,0.58,0.7681159420289855,0.42677824267782427,0.43037974683544306,0.42857142857142855,0.20375106564364875,XGBoost_balanced
0.6603285369108154,0.3316484904022187,0.48,0.6069906223358909,0.2870722433460076,0.6371308016877637,0.39580602883355176,0.4484228473998295,Threshold_Logistic_balanced
0.6292780121894046,0.3007564762342282,0.48,0.5822676896845694,0.2653061224489796,0.6033755274261603,0.36855670103092786,0.4595055413469736,Logistic_balanced
